id,user_id,diag_student_id,created_date,self_efficacy,math_self_efficacy,in_goal_Orientation,out_goal_Orientation,learning_readiness,learning_ability,parent_communication,test_anxiety,math_anxiety,academy_relies
24,,16,2016-06-08,13,13,7,5,20,47,22,30,10,0
25,,16,2016-06-08,21,6,5,5,30,54,23,12,12,12
26,,18,2016-06-08,13,13,7,7,17,27,23,25,14,18
27,,20,2016-07-07,16,15,8,7,17,29,25,24,18,18
28,,21,2016-07-09,16,16,12,6,21,38,31,21,7,9
29,,21,2016-07-09,16,16,12,6,21,38,31,21,7,9
30,,22,2016-07-09,15,12,10,6,22,50,40,13,6,5
31,,19,2016-07-11,14,16,9,5,15,38,31,30,9,17
32,,19,2016-07-11,14,14,15,15,30,54,24,39,12,36
33,,19,2016-07-11,21,22,15,15,20,40,20,30,12,28
34,,19,2016-07-11,20,19,10,6,22,50,40,13,6,5
35,,23,2016-07-12,11,13,6,11,10,36,21,27,12,20
36,,24,2016-07-12,20,14,12,9,22,35,24,29,10,31
37,,26,2016-07-19,16,20,6,9,15,33,9,36,14,6
38,,27,2016-07-19,13,12,8,10,15,27,20,28,14,14
39,,28,2016-07-21,20,15,6,8,18,44,34,16,13,11
40,,29,2016-07-22,20,15,7,9,15,39,31,25,10,16
41,,30,2016-07-23,11,15,8,10,16,36,23,29,13,17
42,53.0,18,2016-07-29,17,16,10,10,21,27,22,30,12,12
43,5.0,32,2016-07-29,15,16,9,7,17,39,20,29,11,18
44,53.0,18,2016-07-29,6,21,10,10,30,54,24,29,12,36
45,5.0,33,2016-08-04,19,18,10,4,17,38,26,21,9,14
46,5.0,34,2016-08-06,18,12,8,7,10,26,20,21,12,12
47,78.0,38,2016-08-09,15,14,13,9,18,39,18,27,14,14
48,87.0,40,2016-08-11,22,24,15,7,29,56,37,16,2,12
49,5.0,41,2016-08-11,17,14,8,6,17,45,24,32,15,14
50,122.0,42,2016-08-11,19,15,14,5,16,44,35,33,14,15
51,78.0,43,2016-08-12,10,9,6,6,14,26,27,30,16,18
52,5.0,45,2016-08-19,17,15,10,8,17,39,22,27,11,16
53,78.0,46,2016-08-22,22,17,10,7,21,40,41,21,10,7
54,78.0,47,2016-08-22,13,9,13,14,14,36,16,26,1,4
55,78.0,48,2016-08-22,15,18,13,5,12,43,6,9,5,9
56,87.0,49,2016-08-24,14,19,9,7,18,42,23,23,6,15
57,50.0,50,2016-08-24,22,23,15,5,26,51,29,11,0,2
58,50.0,52,2016-08-30,16,12,7,2,11,30,23,24,13,11
59,78.0,53,2016-08-31,25,23,14,8,21,46,25,18,3,5
60,78.0,54,2016-08-31,16,18,9,7,16,38,28,24,10,15
61,78.0,55,2016-08-31,25,23,8,10,22,51,36,20,5,5
62,87.0,56,2016-08-31,14,17,8,9,11,18,1,23,10,28
63,87.0,57,2016-08-31,20,22,12,8,16,41,28,20,5,11
64,79.0,58,2016-09-01,15,14,10,6,14,35,22,26,12,5
65,50.0,61,2016-09-24,16,15,4,9,20,33,31,20,17,13
66,87.0,65,2016-09-28,18,18,10,8,19,42,28,10,4,14
67,50.0,66,2016-10-03,23,19,11,9,19,41,23,23,9,17
68,128.0,68,2016-10-13,17,12,6,4,11,28,33,15,8,9
69,128.0,69,2016-10-13,23,25,10,10,22,59,34,12,7,5
70,130.0,70,2016-10-14,25,23,12,9,23,50,38,11,1,7
71,130.0,71,2016-10-14,14,19,6,3,14,38,37,23,8,9
72,80.0,72,2016-10-15,16,13,7,8,10,29,17,29,10,12
73,130.0,80,2016-10-17,22,25,15,2,20,52,31,21,0,15
74,130.0,78,2016-10-17,18,19,8,8,19,50,30,13,5,17
75,42.0,37,2016-10-17,17,19,6,7,15,39,19,28,12,18
76,87.0,82,2016-10-17,17,15,5,10,12,25,18,29,15,15
77,130.0,81,2016-10-17,17,16,9,10,16,44,32,24,8,14
78,130.0,83,2016-10-17,13,10,10,4,14,37,15,28,18,13
79,133.0,84,2016-10-17,19,18,10,8,21,44,28,21,8,15
80,133.0,85,2016-10-17,22,25,12,6,30,61,42,11,4,4
81,130.0,86,2016-10-17,18,13,6,2,13,39,26,16,11,12
82,133.0,88,2016-10-18,22,26,15,6,26,58,38,13,1,7
83,130.0,89,2016-10-18,12,14,10,7,14,35,26,20,13,18
84,87.0,91,2016-10-19,16,15,10,7,11,32,17,30,16,11
85,130.0,90,2016-10-19,21,24,8,10,22,46,37,28,4,18
86,130.0,92,2016-10-19,21,20,13,7,20,45,19,15,7,15
87,130.0,93,2016-10-19,12,12,8,9,16,44,25,20,6,21
88,130.0,94,2016-10-19,19,21,11,13,25,53,40,28,7,15
89,130.0,95,2016-10-19,18,18,11,2,21,41,23,13,5,14
90,130.0,96,2016-10-19,16,19,10,6,15,45,32,15,6,17
91,133.0,98,2016-10-20,11,12,6,11,14,34,16,23,10,9
92,87.0,99,2016-10-20,16,15,10,7,11,32,17,30,16,11
93,133.0,97,2016-10-20,23,24,14,2,24,53,39,11,4,20
94,133.0,101,2016-10-21,21,18,11,13,21,51,41,19,5,23
95,130.0,100,2016-10-21,11,14,8,6,14,37,21,25,8,18
96,130.0,105,2016-10-21,24,21,13,7,20,51,36,19,4,11
97,130.0,106,2016-10-21,25,23,12,8,22,60,35,10,1,9
98,130.0,107,2016-10-21,19,11,10,7,20,42,26,18,12,7
99,130.0,108,2016-10-21,22,22,15,10,26,57,41,17,5,12
100,130.0,109,2016-10-21,25,24,14,7,26,59,32,13,2,8
101,133.0,110,2016-10-22,21,25,10,6,26,52,42,11,2,9
102,133.0,111,2016-10-22,24,12,8,2,23,37,36,14,11,0
103,133.0,113,2016-10-22,15,15,8,7,16,35,28,27,13,13
104,5.0,116,2016-10-22,21,6,0,0,3,45,22,12,12,21
105,130.0,115,2016-10-22,18,18,8,6,19,43,19,19,10,9
106,130.0,114,2016-10-22,21,20,12,5,30,55,36,33,12,3
107,133.0,112,2016-10-22,21,27,15,6,26,62,42,11,2,16
108,130.0,117,2016-10-22,10,12,5,15,18,34,26,42,10,23
109,130.0,118,2016-10-22,16,16,9,10,16,41,25,26,9,8
110,130.0,120,2016-10-22,23,27,12,7,27,61,42,7,1,3
111,130.0,119,2016-10-22,14,11,8,8,11,31,32,24,14,20
112,130.0,121,2016-10-22,5,11,2,9,4,13,13,35,13,32
113,130.0,122,2016-10-22,16,16,8,6,16,40,28,24,7,12
114,78.0,123,2016-10-23,24,23,8,10,19,51,38,17,5,14
115,133.0,124,2016-10-24,17,13,9,7,20,38,40,22,10,11
116,133.0,125,2016-10-24,26,25,15,0,30,62,42,6,0,7
117,87.0,126,2016-10-24,14,2,5,2,18,36,22,25,9,9
118,87.0,127,2016-10-24,25,21,14,10,24,51,41,13,2,13
119,130.0,93,2016-10-25,17,17,8,9,16,44,25,20,6,21
120,125.0,128,2016-10-25,20,24,15,7,24,56,18,22,3,12
121,133.0,129,2016-10-26,14,19,8,9,17,36,23,24,10,19
122,133.0,131,2016-10-29,24,23,11,14,22,45,32,10,2,13
123,125.0,133,2016-10-29,23,20,12,9,26,57,35,13,12,16
124,130.0,132,2016-10-29,15,12,7,7,16,37,27,23,11,14
125,78.0,134,2016-10-29,21,15,8,5,16,42,31,25,9,6
126,78.0,135,2016-10-29,15,13,7,7,14,32,21,20,11,14
127,133.0,136,2016-10-31,26,26,14,3,25,55,39,12,3,7
128,125.0,139,2016-11-02,21,17,10,2,21,45,32,15,5,10
129,133.0,137,2016-11-02,24,27,15,10,30,62,42,8,0,13
130,133.0,141,2016-11-03,26,24,13,3,27,57,37,14,3,20
131,133.0,130,2016-11-03,22,20,13,8,20,42,34,13,7,11
132,133.0,140,2016-11-03,19,20,9,8,18,46,31,22,7,15
133,133.0,142,2016-11-04,27,27,15,11,30,60,42,14,2,23
134,133.0,143,2016-11-05,16,19,11,2,15,42,33,19,8,18
135,133.0,147,2016-11-08,22,17,11,7,19,49,32,14,8,20
136,129.0,148,2016-11-09,15,14,10,8,13,35,19,25,11,20
137,133.0,149,2016-11-11,16,15,8,10,12,36,6,12,6,5
138,130.0,150,2016-11-11,9,17,12,12,19,42,32,37,7,18
139,133.0,145,2016-11-12,23,23,13,7,20,53,38,13,3,8
140,125.0,152,2016-11-12,17,15,10,4,16,39,33,9,7,9
141,125.0,153,2016-11-12,23,25,14,4,19,46,36,19,0,13
142,125.0,156,2016-11-12,19,22,12,7,18,49,40,14,8,11
143,125.0,157,2016-11-12,21,17,11,3,22,43,15,32,15,6
144,125.0,158,2016-11-12,14,13,14,4,16,49,21,26,12,12
145,125.0,159,2016-11-12,23,21,13,9,22,55,41,14,1,14
146,125.0,160,2016-11-12,26,25,12,0,19,48,40,11,3,6
147,125.0,161,2016-11-12,16,17,7,9,14,38,19,29,14,21
148,125.0,162,2016-11-12,16,23,15,9,20,50,27,18,4,18
149,125.0,163,2016-11-12,23,25,14,6,22,46,32,14,5,13
150,125.0,164,2016-11-12,24,22,15,2,20,52,32,16,5,10
151,125.0,165,2016-11-12,21,16,10,8,20,41,35,21,10,17
152,125.0,166,2016-11-12,15,17,9,8,20,41,24,25,9,19
153,125.0,167,2016-11-12,16,16,9,6,12,35,20,21,7,15
154,125.0,168,2016-11-12,22,19,12,0,21,44,31,13,5,3
155,125.0,154,2016-11-12,19,20,10,10,12,40,32,18,8,15
156,125.0,169,2016-11-12,24,24,12,1,24,56,40,10,5,1
157,125.0,151,2016-11-12,13,15,11,8,15,37,25,28,14,20
158,125.0,170,2016-11-12,21,24,15,2,23,50,37,11,8,6
159,125.0,171,2016-11-12,26,27,15,5,29,56,40,7,3,6
160,125.0,172,2016-11-12,27,24,13,8,30,58,41,15,13,22
161,125.0,173,2016-11-14,24,21,11,6,22,45,25,7,8,5
162,125.0,174,2016-11-14,17,17,10,6,20,34,26,25,12,14
163,125.0,175,2016-11-14,22,19,13,5,19,52,34,13,4,3
164,125.0,176,2016-11-14,17,15,11,10,20,39,19,27,15,0
165,125.0,177,2016-11-14,18,19,10,6,17,39,33,15,9,15
166,125.0,178,2016-11-14,23,18,10,7,15,39,38,21,11,18
167,125.0,179,2016-11-14,17,17,11,6,18,47,19,25,14,14
168,125.0,180,2016-11-14,24,22,11,7,22,51,29,14,3,14
169,125.0,181,2016-11-14,20,16,8,9,16,43,40,10,4,10
170,125.0,182,2016-11-14,25,24,11,11,21,48,30,18,0,13
171,125.0,183,2016-11-14,24,21,13,5,26,55,39,15,9,6
172,125.0,184,2016-11-14,16,16,12,7,20,42,28,21,11,13
173,125.0,185,2016-11-14,21,20,14,11,20,51,34,23,5,20
174,125.0,186,2016-11-14,22,18,14,5,20,48,32,14,5,0
175,125.0,187,2016-11-14,26,23,10,4,23,50,40,11,6,12
176,125.0,188,2016-11-14,23,23,11,4,24,39,34,11,10,0
177,125.0,189,2016-11-14,20,17,11,8,21,44,41,19,9,12
178,125.0,190,2016-11-14,24,15,10,8,17,41,42,16,9,8
179,125.0,191,2016-11-14,21,20,12,7,19,50,40,16,7,10
180,125.0,192,2016-11-14,20,20,10,1,22,45,41,14,9,3
181,125.0,193,2016-11-14,18,17,8,7,21,44,25,27,8,14
182,125.0,194,2016-11-14,26,19,10,7,21,53,38,14,9,2
183,125.0,195,2016-11-14,14,14,10,6,14,41,36,25,6,16
184,80.0,196,2016-11-14,9,9,4,10,12,24,30,32,11,0
185,78.0,198,2016-11-22,18,13,4,7,18,37,19,23,10,18
186,87.0,199,2016-11-22,24,24,13,9,25,61,39,18,2,10
187,87.0,200,2016-11-22,21,23,11,4,22,52,39,10,4,6
188,133.0,202,2016-11-26,15,12,10,10,15,35,24,30,11,20
189,78.0,204,2016-11-28,16,13,9,7,16,40,26,24,11,14
190,87.0,206,2016-11-29,21,20,9,8,13,29,17,24,4,16
191,78.0,207,2016-11-30,23,17,12,2,24,55,36,8,5,4
192,78.0,208,2016-11-30,5,8,5,9,14,25,29,25,19,11
193,130.0,210,2016-11-30,19,19,10,11,21,39,39,24,9,15
194,133.0,211,2016-12-01,24,20,11,10,28,61,35,11,6,3
195,50.0,212,2016-12-02,15,20,11,11,22,46,18,27,7,28
196,133.0,197,2016-12-03,23,24,11,7,18,42,23,18,0,18
197,130.0,215,2016-12-03,17,14,7,7,18,37,36,18,12,10
198,132.0,216,2016-12-04,26,25,14,12,26,50,28,10,3,15
199,133.0,218,2016-12-05,27,27,15,12,30,60,33,9,3,21
200,130.0,217,2016-12-05,16,16,11,1,19,45,26,20,12,13
201,133.0,220,2016-12-06,10,11,6,8,11,26,25,30,13,19
202,150.0,224,2016-12-08,12,6,9,6,15,37,17,31,24,12
203,150.0,225,2016-12-08,25,26,14,6,28,56,42,8,2,23
204,133.0,221,2016-12-08,18,16,9,6,18,40,31,17,12,13
205,133.0,222,2016-12-08,19,16,8,6,14,36,30,27,9,14
206,133.0,214,2016-12-08,19,19,12,11,20,36,35,27,4,22
207,133.0,213,2016-12-09,15,16,9,0,17,40,29,14,8,12
208,133.0,227,2016-12-10,26,26,14,11,24,62,29,10,3,19
209,133.0,228,2016-12-10,25,22,14,7,17,48,25,13,7,15
210,133.0,230,2016-12-10,18,16,11,6,18,39,26,23,5,14
211,133.0,231,2016-12-10,16,21,9,10,17,42,36,18,9,13
212,133.0,231,2016-12-10,16,21,9,10,17,42,36,18,9,13
213,133.0,231,2016-12-10,16,21,9,10,17,42,36,18,9,13
214,133.0,231,2016-12-10,16,21,9,10,17,42,36,18,9,13
215,133.0,231,2016-12-10,16,21,9,10,17,42,36,18,9,13
216,133.0,231,2016-12-10,16,21,9,10,17,42,36,18,9,13
217,133.0,232,2016-12-11,21,14,8,4,21,45,40,14,8,9
218,150.0,233,2016-12-12,21,17,13,0,18,40,34,10,3,11
219,150.0,234,2016-12-12,23,20,9,9,19,40,29,17,8,9
220,150.0,236,2016-12-12,26,25,11,10,22,59,41,12,4,16
221,150.0,251,2016-12-14,18,18,8,6,16,39,27,16,10,17
222,150.0,252,2016-12-14,16,18,10,8,15,48,21,22,14,13
223,150.0,254,2016-12-14,24,22,14,2,22,53,28,13,7,3
224,80.0,194,2016-12-14,22,20,11,6,19,54,42,10,2,2
225,151.0,256,2016-12-14,17,17,9,6,17,42,21,27,11,15
226,79.0,257,2016-12-15,15,19,8,7,18,40,39,25,11,9
227,130.0,258,2016-12-17,12,11,7,9,13,27,26,38,15,13
228,87.0,259,2016-12-17,19,17,11,6,19,39,24,22,11,14
229,125.0,260,2016-12-17,18,16,11,7,19,34,27,20,9,15
230,133.0,203,2016-12-17,11,10,5,9,12,30,25,27,16,16
231,150.0,261,2016-12-17,17,18,15,5,16,48,22,23,3,16
232,150.0,262,2016-12-17,16,21,14,4,19,45,11,18,11,13
233,150.0,263,2016-12-17,20,15,10,6,18,45,26,23,11,17
234,150.0,264,2016-12-17,22,19,10,4,22,38,31,12,5,6
235,150.0,265,2016-12-17,18,18,14,3,18,33,18,17,11,10
236,150.0,266,2016-12-17,13,14,5,8,12,30,29,21,11,20
237,150.0,267,2016-12-17,18,18,8,6,19,36,28,22,8,13
238,122.0,268,2016-12-19,16,17,9,6,19,51,30,22,9,8
239,80.0,269,2016-12-20,23,19,12,4,23,48,34,13,7,14
240,50.0,272,2016-12-20,19,18,9,6,24,53,24,17,5,18
241,79.0,273,2016-12-21,25,24,14,5,25,53,39,10,0,9
242,130.0,278,2016-12-21,21,19,13,10,18,45,36,22,13,19
243,130.0,279,2016-12-21,17,14,10,4,20,42,23,24,4,12
244,150.0,280,2016-12-21,19,19,9,11,19,45,27,28,11,18
245,150.0,281,2016-12-21,11,14,6,6,16,35,23,26,11,8
246,150.0,282,2016-12-21,20,22,13,8,16,51,27,11,6,15
247,150.0,283,2016-12-22,12,3,9,10,13,24,22,31,14,10
248,133.0,284,2016-12-23,22,20,13,6,22,49,39,32,6,24
249,130.0,285,2016-12-23,14,17,10,9,18,41,33,30,10,13
250,133.0,286,2016-12-24,22,19,8,9,16,35,20,30,11,20
251,151.0,287,2016-12-24,18,21,10,5,17,33,27,17,8,13
252,50.0,288,2016-12-24,13,14,8,6,14,31,17,30,12,14
253,151.0,289,2016-12-24,20,16,11,10,15,38,33,26,9,16
254,79.0,290,2016-12-26,21,24,9,9,20,44,18,14,9,4
255,79.0,291,2016-12-26,22,22,13,3,19,49,41,16,4,11
256,130.0,294,2016-12-27,18,18,8,13,12,30,21,31,11,26
257,133.0,295,2016-12-27,16,17,14,11,20,42,23,21,7,22
258,79.0,296,2016-12-28,23,24,10,7,25,47,35,12,4,5
259,79.0,297,2016-12-28,20,15,8,8,13,46,28,24,8,8
260,79.0,298,2016-12-28,16,11,10,8,23,43,22,12,8,10
261,133.0,293,2016-12-28,18,19,10,12,23,38,22,18,8,18
262,150.0,299,2016-12-28,12,12,5,8,12,22,18,29,20,11
263,150.0,300,2016-12-28,18,16,8,9,13,36,26,17,10,28
264,150.0,301,2016-12-28,16,15,8,1,13,35,23,16,11,9
265,150.0,302,2016-12-28,17,18,13,7,20,42,32,9,10,22
266,150.0,303,2016-12-28,20,21,8,12,18,36,25,17,12,16
267,79.0,304,2016-12-28,16,11,9,8,14,41,23,27,10,17
268,130.0,305,2016-12-28,15,8,6,7,11,29,34,24,15,7
269,130.0,306,2016-12-29,21,17,13,9,26,48,27,13,7,16
270,0.0,307,2016-12-29,20,22,11,12,24,49,41,14,8,20
271,0.0,308,2016-12-29,16,17,9,7,19,39,27,23,11,15
272,0.0,309,2016-12-29,22,19,11,9,22,32,32,21,6,17
273,79.0,310,2016-12-30,19,16,10,8,18,40,27,14,7,14
274,151.0,312,2016-12-31,19,19,10,11,17,41,25,26,11,20
275,130.0,314,2017-01-02,16,8,9,4,12,41,38,22,14,9
276,150.0,316,2017-01-02,17,17,13,7,19,40,41,13,8,18
277,130.0,315,2017-01-02,15,15,9,9,16,38,21,25,16,14
278,133.0,313,2017-01-02,22,20,10,11,22,47,28,22,4,11
279,110.0,317,2017-01-02,20,22,11,12,24,49,41,14,8,20
280,150.0,319,2017-01-02,5,6,0,4,14,18,15,28,21,9
281,110.0,320,2017-01-02,17,19,13,7,16,41,9,19,3,10
282,110.0,318,2017-01-02,16,17,9,7,19,39,27,23,11,15
283,110.0,321,2017-01-02,22,19,11,9,22,32,32,21,6,17
284,110.0,322,2017-01-02,20,19,12,6,23,52,30,16,9,14
285,50.0,323,2017-01-03,24,19,10,7,29,56,25,8,4,6
286,133.0,324,2017-01-03,21,17,10,11,19,43,13,11,7,10
287,151.0,325,2017-01-03,18,17,6,9,14,41,28,22,11,12
288,130.0,326,2017-01-03,17,21,11,8,16,37,33,27,12,13
289,133.0,328,2017-01-04,19,10,10,5,21,41,30,15,20,5
290,150.0,329,2017-01-04,16,12,5,7,16,33,26,22,10,16
291,150.0,330,2017-01-04,20,23,13,7,19,43,17,20,10,28
292,150.0,331,2017-01-04,20,19,9,7,18,41,29,15,5,10
293,125.0,332,2017-01-04,16,12,13,10,17,37,25,26,9,16
294,150.0,333,2017-01-05,9,11,8,6,10,24,13,23,11,17
295,133.0,327,2017-01-05,15,17,10,8,20,40,32,27,11,17
296,130.0,334,2017-01-05,25,27,13,14,30,59,36,24,0,6
297,79.0,335,2017-01-05,16,17,8,7,11,37,36,16,6,4
298,87.0,336,2017-01-06,22,18,12,8,23,44,39,11,3,15
299,79.0,337,2017-01-06,11,16,10,10,20,40,22,30,12,24
300,130.0,338,2017-01-07,13,18,11,7,25,45,21,32,16,12
301,130.0,343,2017-01-09,16,14,9,7,14,35,24,25,12,14
302,79.0,341,2017-01-09,9,12,10,11,20,43,27,25,12,13
303,79.0,342,2017-01-09,17,18,12,7,20,39,36,13,8,11
304,150.0,344,2017-01-10,9,10,6,10,15,26,18,32,19,11
305,130.0,345,2017-01-10,6,16,5,7,12,41,29,36,6,28
306,122.0,346,2017-01-11,20,21,9,4,19,45,32,20,6,10
307,150.0,347,2017-01-12,22,18,14,6,22,47,36,15,3,13
308,87.0,350,2017-01-13,20,21,10,7,17,56,35,10,0,17
309,133.0,351,2017-01-14,27,27,15,7,26,64,41,12,0,21
310,150.0,355,2017-01-16,12,13,7,7,13,27,25,28,13,16
311,0.0,352,2017-01-16,19,19,11,6,20,48,18,16,11,13
312,87.0,354,2017-01-16,22,23,11,9,23,46,29,16,1,7
313,0.0,353,2017-01-16,19,18,12,6,19,41,30,15,3,17
314,87.0,356,2017-01-16,22,23,11,9,23,46,29,16,1,7
315,79.0,357,2017-01-17,24,23,12,11,24,50,38,11,4,12
316,150.0,359,2017-01-18,16,16,9,9,15,37,20,21,10,12
317,150.0,360,2017-01-18,12,11,8,6,17,41,14,29,14,20
318,133.0,361,2017-01-19,22,21,10,9,10,29,23,24,14,21
319,133.0,361,2017-01-19,22,21,10,9,10,29,23,24,14,21
320,133.0,361,2017-01-19,22,21,10,9,10,29,23,24,14,21
321,133.0,361,2017-01-19,22,21,10,9,10,29,23,24,14,21
322,133.0,361,2017-01-19,22,21,10,9,10,29,23,24,14,21
323,133.0,361,2017-01-19,22,21,10,9,10,29,23,24,14,21
324,133.0,361,2017-01-19,22,21,10,9,10,29,23,24,14,21
325,133.0,361,2017-01-19,22,21,10,9,10,29,23,24,14,21
326,133.0,361,2017-01-19,22,21,10,9,10,29,23,24,14,21
327,130.0,362,2017-01-19,18,15,7,9,15,34,22,29,11,8
328,50.0,363,2017-01-20,20,19,10,7,22,44,38,18,7,6
329,79.0,364,2017-01-20,20,22,13,4,23,42,32,23,9,13
330,87.0,366,2017-01-20,19,14,7,12,22,41,25,26,12,18
331,122.0,367,2017-01-20,24,23,12,2,18,41,42,12,4,11
332,79.0,368,2017-01-23,19,15,6,5,18,40,30,16,12,20
333,124.0,311,2017-01-24,16,15,11,8,16,38,23,19,10,16
334,133.0,369,2017-01-24,19,21,14,5,20,44,24,26,12,17
335,133.0,370,2017-01-25,16,12,8,1,13,34,38,24,17,13
336,87.0,371,2017-01-25,13,17,10,9,18,38,19,32,11,16
337,133.0,358,2017-01-25,17,19,10,12,21,46,33,24,9,19
338,130.0,372,2017-01-25,24,27,15,2,26,64,42,7,0,5
339,150.0,375,2017-01-26,15,11,8,9,16,49,22,29,10,14
340,133.0,374,2017-01-26,22,26,15,2,8,58,36,9,0,8
341,133.0,373,2017-01-26,8,13,12,5,22,39,21,36,10,19
342,87.0,376,2017-01-30,16,12,8,7,18,40,39,24,15,11
343,87.0,377,2017-01-30,19,15,8,7,17,39,21,18,11,8
344,79.0,380,2017-01-31,16,19,10,14,23,38,34,13,21,16
345,150.0,382,2017-02-02,19,19,13,3,21,48,22,24,8,10
346,130.0,383,2017-02-03,18,18,10,10,19,40,25,11,10,19
347,79.0,385,2017-02-06,25,22,14,9,22,53,31,25,0,8
348,79.0,386,2017-02-06,26,24,14,4,25,55,39,9,2,6
349,150.0,387,2017-02-06,10,13,12,12,14,40,32,28,16,24
