id,user_id,diag_student_id,created_date,self_efficacy,math_self_efficacy,in_goal_Orientation,out_goal_Orientation,learning_readiness,learning_ability,parent_communication,test_anxiety,math_anxiety,academy_relies
1000,122.0,1091,2017-08-28,16,15,10,5,21,39,27,16,9,11
1001,130.0,1092,2017-08-28,18,15,8,10,14,41,39,15,7,13
1002,168.0,1093,2017-08-28,21,25,12,5,24,50,41,14,8,10
1003,175.0,1094,2017-08-28,17,15,8,11,7,37,18,26,12,9
1004,175.0,1095,2017-08-29,16,15,10,9,19,39,18,13,10,18
1005,184.0,1096,2017-08-29,18,12,13,15,16,42,24,10,20,17
1006,175.0,1097,2017-08-29,16,9,3,3,7,27,23,17,18,6
1007,130.0,1098,2017-08-30,21,16,6,3,20,44,34,22,11,11
1008,175.0,1099,2017-08-30,17,12,7,6,13,34,22,18,12,14
1009,175.0,1100,2017-08-31,21,16,9,7,15,43,29,20,8,19
1010,170.0,1102,2017-09-01,25,26,15,9,27,60,41,8,3,11
1011,175.0,1103,2017-09-03,15,14,4,6,8,33,31,27,13,12
1012,185.0,1104,2017-09-03,26,21,11,6,22,53,32,12,4,13
1013,162.0,1101,2017-09-04,17,15,6,6,8,18,21,21,0,12
1014,168.0,448,2017-09-04,27,27,14,12,26,59,40,9,1,17
1015,122.0,1105,2017-09-04,23,27,15,8,23,50,23,8,4,13
1016,175.0,1106,2017-09-04,12,11,5,8,16,46,31,28,12,20
1017,184.0,1108,2017-09-05,22,20,10,9,19,37,25,7,3,9
1018,185.0,1109,2017-09-05,19,20,6,8,18,35,25,17,5,16
1019,207.0,1110,2017-09-05,14,13,8,8,13,30,24,20,6,14
1020,79.0,1111,2017-09-05,21,25,14,5,26,57,30,9,5,14
1021,208.0,1114,2017-09-07,20,15,8,8,16,36,30,28,13,14
1022,185.0,1115,2017-09-12,18,13,7,9,14,38,34,24,11,15
1023,78.0,1116,2017-09-14,12,11,5,9,12,33,18,31,13,22
1024,170.0,1117,2017-09-17,27,26,14,8,27,61,37,6,1,3
1025,170.0,1118,2017-09-17,17,14,9,7,16,39,35,25,10,17
1026,170.0,1119,2017-09-17,13,12,7,8,14,31,22,27,15,12
1027,78.0,1120,2017-09-17,17,15,9,7,18,34,31,24,6,17
1028,130.0,1121,2017-09-18,17,18,10,6,17,33,19,19,10,14
1029,79.0,1122,2017-09-19,20,19,11,11,22,48,16,21,12,17
1030,79.0,1123,2017-09-19,25,27,14,6,21,56,24,26,0,14
1031,130.0,1124,2017-09-19,22,20,10,8,19,47,26,22,8,10
1032,175.0,1125,2017-09-21,19,17,9,1,20,40,18,29,14,12
1033,175.0,1126,2017-09-25,17,20,11,2,23,39,29,13,8,11
1034,171.0,1127,2017-09-26,22,19,11,10,17,32,20,14,5,2
1035,79.0,1128,2017-09-27,22,23,10,5,22,43,33,13,3,13
1036,79.0,1129,2017-09-28,20,20,10,12,24,52,31,19,8,15
1037,130.0,1130,2017-10-06,21,13,4,5,18,44,29,28,14,15
1038,207.0,1133,2017-10-09,13,11,10,5,17,33,28,21,11,13
1039,181.0,1135,2017-10-09,26,24,12,5,22,37,32,13,5,4
1040,162.0,1137,2017-10-10,14,18,9,10,15,33,7,30,12,25
1041,175.0,1138,2017-10-10,18,23,15,6,19,56,31,11,3,25
1042,171.0,1139,2017-10-10,20,16,9,8,20,33,32,16,11,17
1043,175.0,1140,2017-10-10,10,8,3,1,5,18,26,11,11,10
1044,130.0,1142,2017-10-12,15,11,2,3,12,29,30,25,15,11
1045,79.0,1143,2017-10-12,16,16,9,1,18,40,26,24,11,12
1046,181.0,1144,2017-10-13,16,18,9,8,17,40,28,21,15,19
1047,0.0,1146,2017-10-14,16,15,8,4,22,47,31,25,13,9
1048,175.0,1147,2017-10-14,19,17,10,7,22,54,39,20,6,12
1049,80.0,1148,2017-10-16,21,18,12,14,24,56,28,32,12,14
1050,122.0,1149,2017-10-16,14,15,10,5,14,33,11,37,18,4
1051,79.0,1150,2017-10-17,14,2,1,12,9,24,15,13,19,15
1052,130.0,1151,2017-10-17,22,22,12,9,22,43,35,20,6,9
1053,175.0,1154,2017-10-18,16,13,7,7,17,37,40,25,13,13
1054,175.0,1155,2017-10-22,17,10,7,3,16,34,24,11,13,20
1055,79.0,1156,2017-10-24,25,23,10,2,18,49,24,10,3,8
1056,79.0,1157,2017-10-24,22,18,13,7,21,50,42,20,8,14
1057,79.0,1159,2017-10-24,16,12,9,10,17,38,18,28,11,7
1058,169.0,1161,2017-10-26,13,13,5,6,13,33,25,24,12,13
1059,168.0,1162,2017-10-29,16,19,13,4,19,41,30,20,8,12
1060,217.0,1163,2017-10-29,17,16,11,12,21,48,40,20,11,10
1061,79.0,1164,2017-10-30,22,14,10,3,20,49,35,11,8,11
1062,78.0,1165,2017-10-30,13,8,10,3,14,26,25,22,20,13
1063,170.0,1167,2017-11-01,17,15,8,9,18,40,18,26,10,10
1064,168.0,1168,2017-11-01,19,20,10,3,20,47,25,17,6,9
1065,171.0,1169,2017-11-01,15,11,9,2,15,40,38,15,9,8
1066,184.0,1184,2017-11-04,5,9,7,7,8,16,22,41,23,14
1067,80.0,1174,2017-11-04,26,26,11,9,26,64,41,9,1,13
1068,80.0,1173,2017-11-04,24,21,10,12,26,55,36,14,6,3
1069,80.0,1175,2017-11-04,21,21,13,8,21,51,39,13,6,7
1070,125.0,1182,2017-11-04,14,14,8,6,14,36,38,27,13,22
1071,125.0,1177,2017-11-04,20,19,10,4,17,42,32,14,6,6
1072,125.0,178,2017-11-04,15,16,5,7,13,25,32,25,10,11
1073,80.0,1181,2017-11-04,22,18,12,2,23,58,38,20,5,10
1074,181.0,1185,2017-11-06,25,26,15,11,27,64,30,13,0,21
1075,130.0,1186,2017-11-06,19,13,9,8,19,51,26,23,10,18
1076,130.0,1187,2017-11-06,24,21,13,8,19,48,24,14,4,13
1077,79.0,1188,2017-11-06,17,18,6,5,12,32,27,10,5,11
1078,79.0,1189,2017-11-07,22,24,10,7,25,50,38,14,4,10
1079,171.0,1190,2017-11-08,7,4,5,9,9,15,16,29,16,10
1080,78.0,1191,2017-11-08,22,22,10,1,24,57,39,21,10,8
1081,217.0,1192,2017-11-10,15,18,7,15,20,31,20,19,13,0
1082,207.0,1193,2017-11-13,10,11,6,11,14,35,30,24,10,18
1083,79.0,1194,2017-11-13,22,26,14,9,30,61,42,21,0,20
1084,79.0,1195,2017-11-13,25,25,15,2,19,49,35,13,0,3
1085,79.0,1196,2017-11-13,25,25,15,3,23,51,35,13,2,5
1086,80.0,1180,2017-11-13,26,25,12,2,22,57,38,10,2,15
1087,207.0,1199,2017-11-14,26,25,14,2,30,60,42,13,2,13
1088,207.0,1200,2017-11-14,20,17,10,6,20,47,29,11,8,15
1089,162.0,1201,2017-11-14,18,15,11,9,19,33,36,28,15,3
1090,79.0,1202,2017-11-14,22,24,12,10,25,50,35,18,3,22
1091,79.0,1204,2017-11-14,12,13,7,7,13,30,25,26,12,13
1092,79.0,1203,2017-11-14,21,15,9,5,16,37,37,28,21,10
1093,79.0,1205,2017-11-14,21,22,10,11,20,49,31,16,4,8
1094,168.0,1206,2017-11-14,16,14,10,9,21,44,15,33,16,16
1095,79.0,1209,2017-11-15,20,18,8,2,18,39,30,19,7,11
1096,79.0,1208,2017-11-15,27,26,14,8,28,60,41,11,0,13
1097,79.0,1210,2017-11-15,26,22,14,1,28,51,35,9,5,8
1098,79.0,1211,2017-11-15,21,24,10,9,20,44,27,19,8,13
1099,79.0,1212,2017-11-16,20,20,10,5,18,42,33,19,9,15
1100,162.0,1214,2017-11-17,24,24,13,0,23,52,34,14,5,5
1101,79.0,1215,2017-11-17,26,26,15,4,26,63,39,11,3,24
1102,79.0,1216,2017-11-17,17,23,13,8,19,50,37,21,8,20
1103,79.0,1219,2017-11-18,9,12,8,13,14,28,21,30,23,24
1104,79.0,1217,2017-11-18,19,20,10,11,19,39,20,22,7,15
1105,79.0,1221,2017-11-18,19,20,11,5,18,43,35,11,5,14
1106,79.0,1220,2017-11-18,21,20,10,9,19,35,23,13,8,17
1107,168.0,1223,2017-11-20,19,20,11,6,23,51,39,11,6,7
1108,151.0,1228,2017-11-21,23,18,10,12,20,43,37,16,6,23
1109,79.0,1225,2017-11-21,26,25,15,8,25,53,28,16,1,22
1110,79.0,1227,2017-11-21,20,23,11,12,26,49,31,13,10,7
1111,79.0,1229,2017-11-21,23,24,10,12,28,45,35,14,4,17
1112,169.0,1230,2017-11-24,8,18,8,12,10,30,27,31,15,17
1113,79.0,1233,2017-11-27,15,14,9,7,15,42,37,22,12,12
1114,130.0,1235,2017-11-29,25,23,12,9,23,50,38,15,1,7
1115,130.0,1236,2017-11-29,16,17,9,8,14,31,24,27,10,17
1116,168.0,1237,2017-11-29,23,19,10,1,21,40,18,16,7,13
1117,168.0,1238,2017-11-30,24,20,10,2,18,42,34,15,7,6
1118,130.0,1239,2017-11-30,14,21,12,9,17,33,18,22,5,16
1119,168.0,1240,2017-11-30,17,16,10,6,20,40,28,25,12,18
1120,170.0,1242,2017-12-03,19,18,9,8,19,41,31,15,10,13
1121,79.0,1244,2017-12-05,17,20,14,7,21,45,35,19,9,10
1122,78.0,1245,2017-12-06,21,15,7,7,21,51,27,12,8,11
1123,169.0,1246,2017-12-06,25,25,13,8,29,61,34,8,6,11
1124,169.0,1247,2017-12-06,16,17,8,10,16,31,26,28,11,19
1125,224.0,1243,2017-12-06,12,15,9,11,19,47,20,34,11,20
1126,168.0,1248,2017-12-06,22,17,11,6,17,44,26,30,15,25
1127,224.0,1249,2017-12-07,21,19,9,6,19,37,32,13,7,10
1128,79.0,1250,2017-12-07,21,20,13,4,21,40,28,13,2,19
1129,130.0,1253,2017-12-07,19,18,11,5,17,44,39,17,8,12
1130,217.0,1260,2017-12-08,21,17,8,4,18,36,28,16,9,13
1131,168.0,1261,2017-12-08,24,17,13,0,26,54,37,6,5,3
1132,130.0,1262,2017-12-08,13,14,9,9,13,29,27,28,13,17
1133,168.0,218,2017-12-11,15,17,10,9,16,38,36,18,12,16
1134,168.0,1268,2017-12-11,9,10,6,8,13,27,22,24,13,21
1135,79.0,1271,2017-12-11,19,19,11,11,19,44,26,20,10,18
1136,78.0,1272,2017-12-13,27,25,13,0,23,47,34,9,1,12
1137,78.0,1273,2017-12-13,11,11,9,9,15,31,19,31,18,12
1138,78.0,1274,2017-12-13,17,17,10,5,17,40,30,21,12,12
1139,184.0,1275,2017-12-14,14,18,10,3,14,34,25,21,12,15
1140,168.0,1283,2017-12-18,23,25,14,4,27,61,33,11,2,15
1141,168.0,1284,2017-12-18,11,16,7,3,14,33,30,17,3,17
1142,79.0,1286,2017-12-18,19,20,12,6,21,54,29,12,5,14
1143,181.0,1289,2017-12-19,18,16,8,12,13,34,19,25,13,9
1144,130.0,1287,2017-12-20,18,17,10,9,19,45,28,20,5,19
1145,224.0,1291,2017-12-20,15,10,5,7,13,31,17,15,16,6
1146,130.0,1293,2017-12-20,13,17,12,10,21,38,23,16,5,15
1147,168.0,1296,2017-12-21,16,15,9,9,14,28,9,30,16,13
1148,79.0,1297,2017-12-21,20,16,11,8,15,36,23,25,9,15
1149,79.0,1299,2017-12-21,25,22,13,8,26,53,42,17,3,11
1150,79.0,1298,2017-12-21,24,23,12,8,23,47,35,18,6,11
1151,0.0,1300,2017-12-21,15,16,8,5,17,41,35,23,10,16
1152,79.0,1301,2017-12-21,13,16,5,0,11,30,16,11,11,11
1153,162.0,1303,2017-12-22,14,15,10,5,20,39,24,18,12,5
1154,125.0,1305,2017-12-23,18,17,6,7,11,24,29,24,5,6
1155,168.0,1307,2017-12-23,17,22,10,3,20,52,3,31,2,11
1156,79.0,1308,2017-12-25,15,19,15,2,20,35,39,10,1,7
1157,170.0,1310,2017-12-26,21,6,0,6,0,21,19,24,10,4
1158,78.0,1311,2017-12-26,24,25,12,5,25,56,39,11,3,1
1159,79.0,1312,2017-12-26,26,26,14,3,25,57,41,7,0,3
1160,207.0,1314,2017-12-27,17,13,12,8,16,32,28,19,17,23
1161,171.0,1325,2017-12-28,22,19,13,7,20,47,33,14,7,7
1162,171.0,1326,2017-12-28,12,12,11,8,17,39,23,30,14,13
1163,207.0,1330,2017-12-29,16,20,5,12,22,30,21,27,17,22
1164,125.0,1328,2017-12-29,20,16,12,0,19,46,39,11,5,13
1165,78.0,1331,2017-12-29,11,11,5,8,13,28,20,23,10,9
1166,78.0,1332,2017-12-29,22,18,2,12,18,37,23,21,11,0
1167,130.0,1333,2017-12-30,14,12,10,3,15,34,18,32,11,8
1168,168.0,482,2018-01-03,23,18,12,4,21,42,21,18,9,10
1169,78.0,1341,2018-01-04,27,23,13,9,26,50,24,13,8,17
1170,125.0,1340,2018-01-04,12,11,11,9,9,48,28,38,20,5
1171,130.0,1344,2018-01-05,22,22,12,3,23,49,36,13,1,5
1172,224.0,1348,2018-01-08,16,14,6,6,15,28,29,20,14,11
1173,79.0,1349,2018-01-09,12,13,8,8,14,32,22,33,6,23
1174,130.0,1351,2018-01-09,15,14,5,7,16,40,37,28,11,24
1175,79.0,1352,2018-01-09,22,15,9,3,19,37,27,20,8,16
1176,130.0,1355,2018-01-11,13,15,11,6,14,37,32,19,12,17
1177,125.0,1353,2018-01-11,21,16,12,6,17,32,38,13,4,12
1178,78.0,1357,2018-01-11,14,14,7,6,12,38,25,28,15,14
1179,130.0,1358,2018-01-12,10,8,6,10,11,33,17,25,18,14
1180,130.0,1361,2018-01-16,12,15,15,8,12,32,39,32,23,10
1181,162.0,1363,2018-01-18,22,19,11,0,19,51,21,17,4,15
1182,79.0,1364,2018-01-23,14,15,7,6,17,29,23,26,11,12
1183,79.0,1365,2018-01-23,15,16,15,8,17,41,23,25,6,18
1184,78.0,1366,2018-01-25,16,17,8,10,17,38,26,27,12,20
1185,168.0,1367,2018-01-25,21,20,10,6,17,41,27,27,8,24
1186,134.0,1368,2018-01-25,20,15,8,5,18,40,33,21,11,10
1187,184.0,1369,2018-01-26,16,15,10,8,12,35,17,24,11,11
1188,130.0,1370,2018-01-26,18,22,10,4,19,41,26,13,3,10
1189,130.0,1371,2018-01-26,19,15,11,11,19,39,31,30,13,19
1190,78.0,1372,2018-01-30,23,22,14,11,23,58,41,26,8,17
1191,78.0,1373,2018-01-30,19,18,8,8,18,36,32,25,9,14
1192,130.0,1379,2018-02-01,21,17,9,5,15,38,25,24,11,15
1193,130.0,1381,2018-02-02,13,15,10,10,20,36,27,31,12,17
1194,78.0,1382,2018-02-04,14,13,9,6,18,39,25,20,10,16
1195,78.0,1382,2018-02-04,14,13,9,6,18,39,25,20,10,16
1196,78.0,1383,2018-02-05,16,14,9,8,19,42,28,26,19,13
1197,79.0,1384,2018-02-07,22,21,11,5,23,47,28,18,4,14
1198,130.0,1387,2018-02-07,12,12,6,7,15,33,26,29,12,18
1199,119.0,1389,2018-02-08,20,19,12,10,17,46,34,23,11,24
1200,168.0,1390,2018-02-08,17,17,9,9,17,41,35,25,9,22
1201,168.0,125,2018-02-09,24,25,15,2,25,56,42,8,1,15
1202,125.0,1391,2018-02-10,24,22,11,1,23,55,36,11,4,3
1203,80.0,1181,2018-02-10,22,18,10,2,23,56,42,16,8,9
1204,125.0,1392,2018-02-10,26,27,15,3,27,62,41,8,0,7
1205,168.0,1394,2018-02-12,15,9,2,5,7,20,20,21,13,9
1206,168.0,1395,2018-02-12,21,25,15,10,28,55,42,13,1,21
1207,168.0,1393,2018-02-12,22,19,11,12,26,59,36,7,5,4
1208,168.0,1396,2018-02-12,15,18,14,11,20,38,27,31,11,27
1209,168.0,1397,2018-02-12,21,18,9,10,20,45,23,21,10,19
1210,79.0,1398,2018-02-12,16,17,9,6,15,42,28,22,16,4
1211,79.0,1399,2018-02-12,23,19,12,3,18,41,30,10,10,2
1212,119.0,1400,2018-02-12,19,21,12,9,17,40,36,25,5,16
1213,168.0,1401,2018-02-13,14,16,13,8,16,36,26,23,10,13
1214,78.0,1402,2018-02-13,14,10,8,11,18,47,16,25,19,26
1215,79.0,1403,2018-02-13,18,18,10,6,15,45,35,18,8,16
1216,79.0,1404,2018-02-13,23,25,13,6,13,45,31,15,8,17
1217,79.0,1405,2018-02-13,23,24,13,6,23,53,36,12,3,12
1218,79.0,1406,2018-02-13,21,19,10,10,21,39,36,13,4,6
1219,79.0,1407,2018-02-14,17,16,10,7,18,37,19,24,10,14
1220,78.0,1408,2018-02-14,17,17,11,12,21,46,29,22,8,27
1221,168.0,1409,2018-02-19,21,20,9,4,18,37,33,17,7,10
1222,168.0,1410,2018-02-19,16,14,8,9,20,38,20,30,9,16
1223,79.0,1414,2018-02-20,18,22,12,10,15,37,32,26,12,18
1224,238.0,1416,2018-02-22,15,15,7,6,13,40,29,16,7,5
1225,119.0,1417,2018-02-22,21,22,8,9,19,43,35,14,4,16
1226,119.0,1418,2018-02-22,22,19,12,6,20,47,38,12,5,4
1227,119.0,1420,2018-02-22,20,16,15,3,19,59,14,18,17,11
1228,80.0,1419,2018-02-22,19,20,12,2,21,46,40,11,4,8
1229,79.0,1421,2018-02-22,15,15,10,1,10,35,28,17,16,12
1230,119.0,1422,2018-02-22,16,13,8,8,14,33,23,19,11,11
1231,78.0,1428,2018-02-22,13,15,14,9,21,41,32,14,2,3
1232,78.0,1429,2018-02-22,11,12,6,5,18,48,24,36,17,9
1233,80.0,1434,2018-02-24,18,18,9,7,22,43,35,17,9,16
1234,0.0,1430,2018-02-24,20,18,12,10,21,45,29,22,4,24
1235,80.0,1431,2018-02-24,23,24,14,9,24,56,22,11,6,19
1236,80.0,1435,2018-02-24,17,18,10,6,20,46,31,16,7,15
1237,168.0,1436,2018-02-24,16,14,8,3,17,31,28,19,17,12
1238,168.0,1437,2018-02-24,21,18,11,6,18,45,28,21,11,17
1239,130.0,1439,2018-02-26,17,18,9,7,20,45,28,27,8,8
1240,130.0,1440,2018-02-26,16,15,11,7,18,39,26,28,8,24
1241,238.0,1441,2018-02-26,19,13,9,1,17,44,17,27,8,17
1242,79.0,1443,2018-02-26,17,15,12,3,12,24,5,23,12,3
1243,79.0,1444,2018-02-26,21,20,11,5,20,39,23,19,9,16
1244,79.0,1442,2018-02-26,15,13,5,5,11,31,28,21,13,15
1245,130.0,1450,2018-02-27,22,19,10,8,22,41,12,23,8,8
1246,184.0,1451,2018-02-27,13,17,5,7,13,31,18,30,15,12
1247,79.0,1456,2018-02-27,25,27,14,14,29,64,36,11,0,27
1248,130.0,1457,2018-02-28,18,20,10,9,16,46,28,23,11,14
1249,130.0,1458,2018-02-28,10,14,8,5,16,29,27,25,12,13
1250,130.0,1459,2018-02-28,13,13,8,7,18,38,33,25,13,13
1251,119.0,1461,2018-03-02,22,19,9,7,29,58,39,9,5,17
1252,79.0,1469,2018-03-05,15,16,8,7,17,49,38,32,10,12
1253,130.0,1470,2018-03-06,16,15,9,8,18,41,26,28,9,16
1254,130.0,1471,2018-03-06,11,11,7,9,13,24,9,38,13,24
1255,79.0,1473,2018-03-06,17,14,9,3,13,42,21,19,9,13
1256,79.0,1474,2018-03-06,20,22,14,7,19,37,22,19,5,6
1257,80.0,1476,2018-03-07,22,19,13,4,15,41,30,15,7,7
1258,80.0,1477,2018-03-07,15,14,5,13,17,43,22,27,18,6
1259,80.0,1478,2018-03-07,19,12,6,7,17,36,20,24,17,2
1260,238.0,1480,2018-03-08,10,11,6,9,9,24,15,29,19,19
1261,168.0,1482,2018-03-08,18,19,11,2,16,34,30,15,4,21
1262,119.0,1483,2018-03-12,10,6,10,3,11,31,8,37,19,9
1263,119.0,1489,2018-03-13,18,16,9,2,20,47,22,7,9,11
1264,238.0,1490,2018-03-13,17,13,6,8,12,36,30,17,10,15
1265,79.0,1493,2018-03-13,23,22,13,10,21,53,26,13,4,16
1266,119.0,1495,2018-03-21,15,17,12,9,13,35,28,31,11,18
1267,184.0,1496,2018-03-22,20,19,5,8,21,45,25,20,6,22
1268,184.0,1496,2018-03-22,22,17,8,9,19,43,27,22,6,20
1269,184.0,1497,2018-03-22,20,18,10,6,16,40,29,17,7,13
1270,168.0,1498,2018-03-23,16,21,13,5,25,49,32,17,5,14
1271,79.0,1500,2018-03-26,19,17,6,1,16,44,37,12,11,15
1272,79.0,1499,2018-03-26,19,22,12,13,20,50,24,19,2,20
1273,238.0,1502,2018-03-27,22,22,13,7,21,44,40,13,7,1
1274,184.0,1501,2018-03-27,16,20,10,12,14,38,25,25,14,20
1275,238.0,1503,2018-03-27,18,14,7,6,20,34,35,42,11,3
1276,168.0,1504,2018-03-28,24,23,9,12,18,53,21,10,4,14
1277,79.0,1506,2018-03-28,23,24,15,15,30,47,35,10,7,19
1278,79.0,1507,2018-03-28,16,20,9,6,15,33,27,13,10,18
1279,79.0,1512,2018-03-29,24,18,13,9,27,48,36,6,3,0
1280,130.0,1513,2018-03-30,15,14,7,7,13,32,21,27,11,20
1281,168.0,1515,2018-03-31,12,15,6,6,13,29,22,28,14,13
1282,240.0,1514,2018-03-31,25,22,13,8,25,53,29,10,2,7
1283,168.0,1516,2018-03-31,22,20,15,4,28,54,40,16,7,11
1284,130.0,1519,2018-04-01,16,17,8,10,18,34,27,27,11,20
1285,119.0,1521,2018-04-02,18,18,10,9,20,42,30,18,8,15
1286,79.0,1520,2018-04-02,21,20,11,7,17,36,19,25,15,15
1287,79.0,1523,2018-04-02,27,22,11,7,22,55,35,16,4,17
1288,79.0,1524,2018-04-02,27,25,14,11,29,60,38,9,1,6
1289,79.0,1522,2018-04-02,19,19,12,10,24,54,37,18,10,10
1290,79.0,1525,2018-04-03,24,23,11,5,17,43,32,20,5,13
1291,168.0,1526,2018-04-03,22,21,7,0,16,44,31,12,8,1
1292,79.0,1527,2018-04-04,25,20,10,2,18,43,30,8,4,6
1293,79.0,1528,2018-04-04,18,21,14,10,25,39,27,25,7,21
1294,79.0,1532,2018-04-07,18,19,8,11,17,42,26,21,3,20
1295,79.0,1534,2018-04-10,16,12,11,14,20,37,13,18,18,22
1296,79.0,1535,2018-04-11,20,18,10,5,19,41,30,14,4,13
1297,119.0,1536,2018-04-11,22,24,13,5,18,40,29,18,4,12
1298,119.0,1537,2018-04-13,9,3,4,13,11,19,9,30,24,6
1299,79.0,1538,2018-04-16,20,25,15,7,24,48,34,9,0,9
1300,224.0,1541,2018-04-20,20,17,13,3,21,42,19,9,5,4
1301,125.0,1539,2018-04-20,20,17,8,5,15,40,39,10,10,13
1302,125.0,1540,2018-04-20,24,23,11,13,24,50,40,28,3,26
1303,224.0,1542,2018-04-23,23,23,11,10,25,48,28,15,4,20
1304,224.0,1545,2018-04-28,19,16,8,6,19,41,23,24,6,17
1305,224.0,1546,2018-04-28,15,17,10,5,17,40,26,25,10,14
1306,130.0,1550,2018-05-01,13,12,8,5,12,34,31,31,11,8
1307,79.0,1551,2018-05-01,19,15,11,4,14,43,25,43,17,22
1308,224.0,1552,2018-05-03,4,2,3,9,10,15,22,19,11,5
1309,79.0,1553,2018-05-07,15,15,10,6,19,47,33,16,9,7
1310,79.0,1555,2018-05-07,23,24,12,7,25,46,22,19,5,23
1311,224.0,1557,2018-05-08,7,10,9,5,14,27,24,32,22,17
1312,79.0,1556,2018-05-08,18,16,14,10,19,42,28,16,8,6
1313,79.0,1558,2018-05-08,26,24,14,6,28,56,40,12,0,6
1314,168.0,1559,2018-05-08,18,13,8,4,14,43,11,12,10,3
